Water Body Name,City,Call Category,County,Date ID,Comments,Report Date,Call ID
Choctawhatchee Beach,Niceville,Fish Kill,Okaloosa,100300,Species Unknown,10/3/2000,2642
Hwy 71 S of White City,Wewahitchka,Fish Kill,Gulf,100400,"Carp, Bass, Brim",10/4/2000,2643
Choctawhatchee Bay,Miramar Beach,Fish Kill,Broward,100400,Choffers,10/4/2000,2644
Unknown Water Body,Unknown,Other,Unknown,100500,Species Unknown,10/5/2000,2645
Ocean Inlet Beach,Boynton Beach,Fish Kill,Palm Beach,100500,Species Unknown,10/5/2000,2646
Unknown Water Body,Freeport,Fish Kill,Walton,100500,Menhaden,10/5/2000,2647
Panama City Beach,Panama City,Fish Kill,Bay,100500,"Catfish, Flounder, Jellies",10/5/2000,2648
LaGrange Bayou,Freeport,Fish Kill,Walton,100600,Menhaden,10/6/2000,2649
Unknown Water Body,Tamarac,Fish Kill,Broward,100600,Species Unknown,10/6/2000,2650
Sunnyside Beach,Sunnyside,Fish Kill,Bay,100600,Catfish,10/6/2000,2651
Mallec Bayou,Freeport,Fish Kill,Walton,100600,"Mullet, Crabs",10/6/2000,2652
Panama City Beach,Panama City,Fish Kill,Bay,100600,Species Unknown,10/6/2000,2653
Unknown Water Body,Port St. Joe,Fish Kill,Gulf,100600,Carp,10/6/2000,2654
Behind Texaco,Moore Haven,Fish Kill,Glades,100600,Species Unknown,10/6/2000,2655
Unknown Water Body,Unknown,Fish Kill,Unknown,100600,Species Unknown,10/6/2000,2656
Santa Rosa Sound,Navarre,Fish Kill,Santa Rosa,100600,"Pinfish, Mullet",10/6/2000,2657
1 Mi W of Inlet - Crossroads,Stuart,Abnormal Appearance,Martin,100600,Mullet,10/6/2000,2659
Unknown Water Body,Tamarac,Fish Kill,Broward,100600,Species Unknown,10/6/2000,2660
Alligator Point,Santa Rosa Beach,Fish Kill,Walton,100700,Species Unknown,10/7/2000,2661
Unknown Water Body,Hollywood,Fish Kill,Broward,100700,Species Unknown,10/7/2000,2662
Little Bayou,St Petersburg,Fish Kill,Pinellas,100700,"Baitfish, Gar, Catfish",10/7/2000,2663
Unknown Water Body,Choctaw Beach,Fish Kill,Walton,100700,Species Unknown,10/7/2000,2664
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,101200,"Red Drum, Snook, Mullet",10/12/2000,2671
Navarre Beach,Navarre,Fish Kill,Santa Rosa,101200,"Crab, Jellies, Croakers",10/12/2000,2672
Unknown Water Body,Jupiter,Abnormal Appearance,Palm Beach,101600,Snook,10/16/2000,2674
Unknown Water Body,Jupiter,Abnormal Appearance,Palm Beach,101600,Snook,10/16/2000,2676
Shell Island,Panama City,Fish Kill,Bay,101700,"Sharks, Rays",10/17/2000,2677
35 Miles Out,Charlotte Harbor,Fish Kill,Lee,101800,"Snapper, Grouper, Loggerhead",10/18/2000,2678
St Lucy River Spillway,Port St. Lucie,Abnormal Appearance,St. Lucie,101900,"Bass, Minnows, Crappie, Carp",10/19/2000,2679
Unknown Water Body,Fort Pierce,Fish Kill,St. Lucie,102000,Species Unknown,10/20/2000,2680
20 Mi W New Pass,St Petersburg,Fish Kill,Pinellas,102000,Species Unknown,10/20/2000,2681
20 Mi off Ft Meyers,Fort Myers,Fish Kill,Lee,102000,"Red Snapper, Sardines, Grouper, Dolphin",10/20/2000,2682
Midbay Bridge,Destin,Mammal / Turtle,Okaloosa,102000,Dolphin,10/20/2000,2683
10 Mi W of Gordon Pass,Charlotte Harbor,Fish Kill,Collier,102100,"Grunts, Grouper, Dolphin",10/21/2000,2685
Unknown Water Body,Unknown,Fish Kill,Unknown,102100,Species Unknown,10/21/2000,2686
Unknown Water Body,Fort Walton,Fish Kill,Okaloosa,102100,"Eels, Drum, Baitfish",10/21/2000,2687
Ft Lauderdale Beach,Fort Lauderdale,Fish Kill,Broward,102200,Sargeants,10/22/2000,2688
Carlos Pass,Fort Myers Beach,Fish Kill,Collier,102300,"Bonita, Snapper, Grouper",10/23/2000,2689
Nance Point,Okaloosa Island,Fish Kill,Okaloosa,102500,Species Unknown,10/25/2000,2691
Cinco Bayou,Fort Walton Beach,Fish Kill,Okaloosa,102500,Mullet,10/25/2000,2692
Cinco Bayou & Kidd Bayous,Fort Walton Beach,Fish Kill,Okaloosa,102500,Mullet,10/25/2000,2694
Cinco Bayou,Fort Walton Beach,Fish Kill,Okaloosa,102500,Mullet,10/25/2000,2695
Cinco Bayou (5-Mile Bayou),Fort Walton Beach,Fish Kill,Okaloosa,102500,Mullet,10/25/2000,2698
Cinco Bayou,Okemos City,Fish Kill,Okaloosa,102500,Mullet,10/25/2000,2699
Cinco Bayou,Fort Walton Beach,Fish Kill,Okaloosa,102600,Species Unknown,10/26/2000,2701
Alligator Bayou,Panama City,Fish Kill,Bay,102600,Mullet,10/26/2000,2702
Unknown Water Body,Wright,Abnormal Appearance,Okaloosa,102600,"Mullet, Pinfish, Choffers",10/26/2000,2703
Grayton Beach,Grayton Beach,Fish Kill,Walton,102800,"Bluefish, Catfish",10/28/2000,2704
Pakita Bayou,Shalimar,Fish Kill,Okaloosa,103000,Species Unknown,10/30/2000,2705
Brooks Bridge,Fort Walton Beach,Fish Kill,Okaloosa,103100,Species Unknown,10/31/2000,2706
Goodthing Lake,Fort Walton Beach,Fish Kill,Okaloosa,103100,"Choffers, Pinfish, Croaker",10/31/2000,2707
Brooks Bridge,Fort Walton Beach,Fish Kill,Okaloosa,103100,Red Marher,10/31/2000,2708
Santa Rosa Sound,Fort Walton Beach,Fish Kill,Okaloosa,103100,Species Unknown,10/31/2000,2709
22nd Place & 5th Ave,Vero Beach,Fish Kill,Indian River,110100,Species Unknown,11/1/2000,2710
Destin Harbor,Destin,Fish Kill,Okaloosa,110100,Mullet,11/1/2000,2711
Unknown Water Body,Destin,Fish Kill,Okaloosa,110100,Pinfish,11/1/2000,2712
Bank San Destin,Destin,Fish Kill,Okaloosa,110100,Species Unknown,11/1/2000,2713
Santa Rosa Sound,Fort Walton Beach,Fish Kill,Okaloosa,110100,Species Unknown,11/1/2000,2714
Blue Water Bay,Bay Springs,Mammal / Turtle,Escambia,110100,Dolphin,11/1/2000,2715
Choctawhatchee Beach,Choctaw Beach,Mammal / Turtle,Okaloosa,110100,Dolphin,11/1/2000,2716
Saint Joseph Peninsula State Park,Port St. Joe,Fish Kill,Gulf,110200,"Trout, Flounder, Catfish",11/2/2000,2717
Midbay Bridge,Niceville,Fish Kill,Okaloosa,110200,Sturgeon,11/2/2000,2718
Santa Rosa & Choctaw,Fort Walton Beach,Fish Kill,Okaloosa,110100,Species Unknown,11/2/2000,2719
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,110200,Species Unknown,11/2/2000,2720
Ft Walton Bch & Navarre,Fort Walton Beach,Fish Kill,Okaloosa,110200,Species Unknown,11/2/2000,2721
Mexico Beach Canal,Port St. Joe,Fish Kill,Gulf,110300,Species Unknown,11/3/2000,2722
Choctawhatchee Bay,Destin,Fish Kill,Okaloosa,110400,Species Unknown,11/4/2000,2724
Choctawhatchee Bay,Destin,Fish Kill,Okaloosa,110500,Pinfish,11/5/2000,2725
Unknown Water Body,Niceville,Fish Kill,Okaloosa,110600,"Mullet, Sturgeon",11/6/2000,2727
Destin Beach,Destin,Fish Kill,Okaloosa,110700,Species Unknown,11/7/2000,2730
Choctawhatchee Park,Choctaw Beach,Fish Kill,Walton,110700,Sturgeon,11/7/2000,2731
Unknown Water Body,Redington Shores,Fish Kill,Pinellas,110700,Catfish,11/7/2000,2732
Unknown Water Body,Goodland,Abnormal Appearance,Collier,110900,"Mullet, Catfish",11/9/2000,2733
Unknown Water Body,Fort Myers,Fish Kill,Lee,111000,Shark,11/10/2000,2734
Port Canaveral,Cocoa,Mammal / Turtle,Brevard,111000,Sea Turtle,11/10/2000,2735
Barefoot Beach,Bonita Springs,Abnormal Appearance,Lee,111200,"Mullet, Catfish",11/12/2000,2736
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,111400,Species Unknown,11/14/2000,2738
Avery west of US 19,Crystal Beach,Fish Kill,Hillsborough,111500,Species Unknown,11/15/2000,2739
Spring Lake Village,St Petersburg,Fish Kill,Pinellas,111600,"Bass, Brim",11/16/2000,2741
Spring Lake Apt,St Petersburg,Fish Kill,Pinellas,111600,"Brim, Bass",11/16/2000,2742
Dale Winbrow,Sebastian,Fish Kill,Indian River,111600,Mullet,11/16/2000,2743
Harbor Island,St Petersburg,Fish Kill,Pinellas,112000,"Mullet, Redfish",11/20/2000,2744
Unknown Water Body,Sunrise,Fish Kill,Broward,112300,Species Unknown,11/23/2000,2746
Unknown Water Body,Margate,Fish Kill,Broward,112300,Species Unknown,11/23/2000,2747
595 Underpass,Fort Lauderdale,Fish Kill,Broward,112300,"Snook, Bass",11/23/2000,2748
FPL Powerplant,Fort Myers,Fish Kill,Lee,112400,"Snook, Mullet",11/24/2000,2749
Hancock Creek,Fort Myers,Fish Kill,Lee,112400,Species Unknown,11/24/2000,2750
Davie Rd & Nova Dr,Davie,Fish Kill,Broward,112500,Bass,11/25/2000,2754
Near Power Plant,St Lucie,Abnormal Appearance,St. Lucie,112600,Mullet,11/26/2000,2755
Unknown Water Body,Palm Beach,Abnormal Appearance,Martin,112600,Mullet,11/26/2000,2756
Connected to ICW,Dania Beach,Fish Kill,Broward,112600,Species Unknown,11/26/2000,2759
Unknown Water Body,Harbor Isle,Fish Kill,Pinellas,112800,Species Unknown,11/28/2000,2763
Breakers Club,Palm Beach,Abnormal Appearance,Palm Beach,113000,Species Unknown,11/30/2000,2764
Unknown Water Body,Lantana,Fish Kill,Palm Beach,120100,Species Unknown,12/1/2000,2765
Unknown Water Body,Lantana,Fish Kill,Palm Beach,120100,Species Unknown,12/1/2000,2766
Manatee River,Tampa,Fish Kill,Manatee,120100,"Tilapia, Mosquito Fish",12/1/2000,2768
Burnt Store Marina Golf Course,Punta Gorda,Fish Kill,Charlotte,121100,Species Unknown,12/11/2000,2773
Alafia River,Riverview,Fish Kill,Hillsborough,121200,"Mullet, Snook, Perch, Catfish",12/12/2000,2774
Spanish Wells Country Club,Bonita Springs,Fish Kill,Lee,121900,Species Unknown,12/19/2000,2775
Sykes Creek,Merritt Island,Other,Brevard,122100,Croakers,12/21/2000,2776
Bunkers Creek,Choctaw,Fish Kill,Walton,122300,Mullet,12/23/2000,2777
Pendarvis Park,St Lucie,Mammal / Turtle,St. Lucie,122800,Dolphin,12/28/2000,2778
Spanish Wells Country Club,Bonita Springs,Fish Kill,Lee,122800,"Carp, Bass",12/28/2000,2779
Culvert - SR 30,Titusville,Fish Kill,Brevard,122900,Species Unknown,12/29/2000,2780
McKay Creek,Largo,Abnormal Appearance,Pinellas,123000,Snook,12/30/2000,2781
Grandview Park Boat Ramp,St Petersburg,Fish Kill,Pinellas,123100,Mullet,12/31/2000,2782
Gulf Harbors,New Port Richey,Fish Kill,Pasco,10101,Jacks,1/1/2001,2783
North Swim Beach,St Petersburg,Fish Kill,Pinellas,10101,"Jacks, Yellow Tail",1/1/2001,2784
Unknown Water Body,New Port Richey,Fish Kill,Pasco,10101,Jacks,1/1/2001,2785
Tampa Causeway,Redington Beach,Fish Kill,Pinellas,10101,"Jacks, Yellow Tail",1/1/2001,2786
Cockroach Bay Boat Ramp,Bradenton,Fish Kill,Manatee,10101,Snook,1/1/2001,2787
Unknown Water Body,Madeira Beach,Fish Kill,Pinellas,10101,Species Unknown,1/1/2001,2788
ICW - St Lucie,Palm Beach,Fish Kill,Palm Beach,10201,Jacks,1/2/2001,2789
Black Creek,St Petersburg,Fish Kill,Pinellas,10201,Species Unknown,1/2/2001,2790
Unknown Water Body,New Smyrna Beach,Fish Kill,Volusia,10301,Snook,1/3/2001,2791
Boca Ciega Bay,St Petersburg Beach,Fish Kill,Pinellas,10301,Species Unknown,1/3/2001,2793
Fort DeSoto Park,Bradenton,Fish Kill,Manatee,10301,Snook,1/3/2001,2794
Big Bayou,St Petersburg,Fish Kill,Pinellas,10301,"Jack Crevalle, Snook",1/3/2001,2795
Tierra Verde,Tierra Verde,Fish Kill,Pinellas,10301,Species Unknown,1/3/2001,2796
Blind Pass,Treasure Island,Fish Kill,Pinellas,10301,Jack Crevalle,1/3/2001,2797
Courtney Campbell Causeway,Tampa,Fish Kill,Hillsborough,10301,Species Unknown,1/3/2001,2798
Coquina Key Apartments,St Petersburg,Fish Kill,Pinellas,10301,Jack Crevalle,1/3/2001,2799
Unknown Water Body,Palm Coast,Fish Kill,Flagler,10301,Species Unknown,1/3/2001,2800
Unknown Water Body,Boynton Beach,Fish Kill,Palm Beach,10301,Species Unknown,1/3/2001,2801
Choctawhatchee Bay,Gulf Breeze,Fish Kill,Santa Rosa,10301,Species Unknown,1/3/2001,2802
Unknown Water Body,Fellsmere,Fish Kill,Indian River,10301,Catfish,1/3/2001,2803
Bonito Grande,Estero,Fish Kill,Lee,10301,Snook,1/3/2001,2804
Gandy Bridge,Tampa,Fish Kill,Hillsborough,10301,Catfish,1/3/2001,2805
Dockside Dave's,Madeira Beach,Fish Kill,Pinellas,10301,Jack Crevalle,1/3/2001,2806
Unknown Water Body,Anna Maria Island,Fish Kill,Manatee,10301,Jack Crevalle,1/3/2001,2807
Sanabella Apartments,Treasure Island,Fish Kill,Pinellas,10301,Jack Crevalle,1/3/2001,2808
East Side Gandy Bridge,Tampa,Fish Kill,Hillsborough,10301,Species Unknown,1/3/2001,2809
Fort DeSoto,Tierra Verde,Fish Kill,Pinellas,10301,Jack Crevalle,1/3/2001,2810
Weedons Island Fla Power,St Petersburg,Mammal / Turtle,Pinellas,10301,Manatee,1/3/2001,2811
Unknown Water Body,Pass-A-Grille Beach,Fish Kill,Pinellas,10301,Species Unknown,1/3/2001,2812
Indian River Lagoon,Melbourne,Fish Kill,Brevard,10401,Tilapia,1/4/2001,2813
Shirks Bayou,Niceville,Fish Kill,Okaloosa,10401,Mullet,1/4/2001,2814
Boca Ciega Bay,Treasure Island,Fish Kill,Pinellas,10401,Jack Crevalle,1/4/2001,2815
Boca Del Rio Marina,Palm Beach,Fish Kill,Palm Beach,10401,Jack Crevalle,1/4/2001,2816
Unknown Water Body,Hudson,Fish Kill,Pasco,10401,Jack Crevalle,1/4/2001,2817
Behind Islander Motel,Clearwater Beach,Fish Kill,Pinellas,10401,Jack Crevalle,1/4/2001,2818
Unknown Water Body,Treasure Island,Fish Kill,Pinellas,10401,Jack Crevalle,1/4/2001,2819
Unknown Water Body,Largo,Fish Kill,Pinellas,10401,Species Unknown,1/4/2001,2820
Gulf Harbor Association,New Port Richey,Fish Kill,Pasco,10401,Species Unknown,1/4/2001,2821
MacDill Marina,Tampa,Fish Kill,Hillsborough,10401,Snook,1/4/2001,2822
Gulf Harbors,Gulf Harbors,Fish Kill,Pasco,10401,Pompano,1/4/2001,2823
Wolf Bayou,Tampa,Fish Kill,Hillsborough,10401,Jack Crevalle,1/4/2001,2824
Big Pottsville Creek,Jacksonville,Fish Kill,Duval,10501,Mullet,1/5/2001,2825
Ocean Palm Golf Course,St Augustine,Fish Kill,St. Johns,10501,Species Unknown,1/5/2001,2830
Windward Passage,St Petersburg,Fish Kill,Pinellas,10501,Jack Crevalle,1/5/2001,2831
Lemon Bay,Sarasota,Fish Kill,Sarasota,10501,Jack Crevalle,1/5/2001,2833
Unknown Water Body,Holmes Beach,Fish Kill,Manatee,10601,Snook,1/6/2001,2834
Merritt Island,Merritt Island,Fish Kill,Brevard,10601,Species Unknown,1/6/2001,2836
Unknown Water Body,Tierra Verde,Fish Kill,Pinellas,10601,Snook,1/6/2001,2837
Pelican Creek,Merritt Island,Fish Kill,Brevard,10601,Species Unknown,1/6/2001,2838
Pelican Creek,Ruskin,Fish Kill,Hillsborough,10601,Species Unknown,1/6/2001,2839
St Johns Marina,Palm Coast,Fish Kill,Flagler,10601,"Jack Crevalle, Mullet, Moonfish",1/6/2001,2840
Lake Viking,St Petersburg,Fish Kill,Pinellas,10601,Nile Perch,1/6/2001,2841
Unknown Water Body,Madeira Beach,Fish Kill,Pinellas,10601,Species Unknown,1/6/2001,2842
Unknown Water Body,Merritt Island,Fish Kill,Brevard,10601,Tilapia,1/6/2001,2843
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,10601,"Pompano, Permit",1/6/2001,2844
Green Bridge Palmetto,Tampa,Fish Kill,Hillsborough,10601,"Jack Crevalle, Ladyfish, Mojarra",1/6/2001,2845
Unknown Water Body,Bradenton Beach,Fish Kill,Manatee,10801,Species Unknown,1/8/2001,2846
Unknown Water Body,Vero Beach,Fish Kill,Indian River,10801,Species Unknown,1/8/2001,2847
Unknown Water Body,Palm Coast,Fish Kill,Flagler,10801,"Snook, Jack, Catfish",1/8/2001,2848
Mitchel River,Freeport,Fish Kill,Walton,10801,Speckled Trout,1/8/2001,2849
Garners Bayou,Shalimar,Fish Kill,Okaloosa,10801,Pinfish,1/8/2001,2850
South Riverview Park,South Melbourne,Fish Kill,Brevard,10801,Brim,1/8/2001,2851
Cocoa River,Melbourne,Fish Kill,Brevard,10801,Tilapia,1/8/2001,2852
Longpoint Park,Sebastian,Fish Kill,Brevard,10801,Gray Snapper,1/8/2001,2853
Unknown Water Body,Palm Coast,Fish Kill,Flagler,10801,"Jack, Snook, Sheepshead",1/8/2001,2854
Sunset Lakes,Rockledge,Fish Kill,Brevard,10801,Tilapia,1/8/2001,2855
Unknown Water Body,Ponte Viedra Beach,Fish Kill,Putnam,10801,Species Unknown,1/8/2001,2856
Behind Aquarina,Melbourne Beach,Fish Kill,Brevard,10801,Species Unknown,1/8/2001,2857
Sunset Lakes,Fort Lauderdale,Fish Kill,Broward,10901,Tilapia,1/9/2001,2858
Unknown Water Body,Palm Coast,Fish Kill,Flagler,10901,"Snook, Menhaden",1/9/2001,2859
Harbor Island,Jacksonville,Fish Kill,Duval,10901,Tarpon,1/9/2001,2860
Off Indian River Lagoon,Rockledge,Fish Kill,Brevard,10901,Mullet Silver,1/9/2001,2861
Green Bridge & RR Tracks,Palmetto,Fish Kill,Manatee,10901,Jack Crevalle,1/9/2001,2862
Turtle Run,Coral Springs,Fish Kill,Broward,11001,"Bass, Brim, Peacock",1/10/2001,2864
Pithlachascotee River Mouth,Port Richey,Fish Kill,Pasco,11001,Jack Crevalle,1/10/2001,2866
Daniel's Fish Camp,Miramar Beach,Fish Kill,Walton,11001,Speckled Trout,1/10/2001,2868
Ballast Point,St Petersburg,Fish Kill,Pinellas,11001,Mullet,1/10/2001,2869
Manatee River,Bradenton,Fish Kill,Manatee,11001,Tilapia,1/10/2001,2871
Simms Park,New Port Richey,Fish Kill,Pasco,11101,Amberjack,1/11/2001,2872
Maplewood Isle,Coral Springs,Fish Kill,Broward,11101,"Peacock, Bass",1/11/2001,2875
Unknown Water Body,Palmetto,Fish Kill,Manatee,11101,Brim,1/11/2001,2876
Ballast Point,St Petersburg,Fish Kill,Pinellas,11101,Mullet,1/11/2001,2877
Unknown Water Body,Merritt Island,Fish Kill,Brevard,11201,Species Unknown,1/12/2001,2878
West Jupiter Farms,Jupiter,Fish Kill,Palm Beach,11201,Species Unknown,1/12/2001,2879
Vaughn Lake,Vaughn,Fish Kill,Walton,11201,Mullet,1/12/2001,2880
Winns Marina,Bokeelia,Fish Kill,Lee,11201,Snook,1/12/2001,2881
Unknown Water Body,Indian Harbour Beach,Fish Kill,Indian River,11201,Tilapia,1/12/2001,2882
Cody River,New Port Richey,Fish Kill,Pasco,11201,Jacks,1/12/2001,2884
Feather Sound,Clearwater,Fish Kill,Pinellas,11201,Species Unknown,1/12/2001,2885
Unknown Water Body,Freeport,Fish Kill,Walton,11201,Mullet,1/12/2001,2886
Fossil Park Lake,St Petersburg,Fish Kill,Pinellas,11201,Species Unknown,1/12/2001,2887
Reddington Beach,Redington Beach,Fish Kill,Pinellas,11301,Species Unknown,1/13/2001,2888
Unknown Water Body,Tampa,Fish Kill,Hillsborough,11301,"Snook, Catfish",1/13/2001,2889
Unknown Water Body,New Port Richey,Fish Kill,Pasco,11301,Amberjack,1/13/2001,2890
Lake Maggiore,St Petersburg,Fish Kill,Pinellas,11301,"Snook, Tilapia",1/13/2001,2891
Lake Seminole,Seminole,Fish Kill,Okaloosa,11301,"Bluegill, Perch",1/13/2001,2893
Tanglewood Lakes,Pembroke Pines,Fish Kill,Broward,11301,"Bass, Peacock",1/13/2001,2894
Tomoka Basin Canal,New Smyrna Beach,Fish Kill,Volusia,11310,Mullet,1/13/2001,13773
N Tropical Trail,Merritt Island,Fish Kill,Brevard,11401,"Catfish, Brim, Carp",1/14/2001,2895
Boca Ciega Bay,St Petersburg,Fish Kill,Pinellas,11401,Species Unknown,1/14/2001,2896
Unknown Water Body,Lauderdale North,Fish Kill,Broward,11401,Species Unknown,1/14/2001,2897
Unknown Water Body,Lauderdale North,Fish Kill,Broward,10401,"Brim, Oscar, Bass",1/14/2001,2899
Unknown Water Body,Fort Lauderdale,Fish Kill,Broward,11401,Species Unknown,1/14/2001,2900
Unknown Water Body,Unknown,Fish Kill,Unknown,11401,Species Unknown,1/14/2001,2901
Unknown Water Body,Lauderdale North,Fish Kill,Broward,11401,Species Unknown,1/14/2001,2903
Unknown Water Body,Fort Lauderdale,Fish Kill,Broward,11401,Species Unknown,1/14/2001,2904
Ballast Pier,Tampa,Fish Kill,Hillsborough,11401,Mullet,1/14/2001,2905
North Shoal,Santa Rosa Beach,Fish Kill,Walton,11401,Mullet,1/14/2001,2906
Unknown Water Body,Melbourne,Fish Kill,Brevard,11501,Species Unknown,1/15/2001,2907
Unknown Water Body,Coral Springs,Fish Kill,Broward,11601,"Bass, Suckers",1/16/2001,2908
Autumn Run,Pinellas Park,Fish Kill,Pinellas,11601,Tilapia,1/16/2001,2909
Harbor Lights,Indian Harbour Beach,Fish Kill,Indian River,11601,Species Unknown,1/16/2001,2910
Unknown Water Body,Lauderdale Lakes,Fish Kill,Broward,11601,"Bass, Catfish",1/16/2001,2911
Unknown Water Body,Holiday,Fish Kill,Pasco,11601,Species Unknown,1/16/2001,2912
1/2 Acre Pond,Palm Bay,Fish Kill,Martin,11601,Tilapia,1/16/2001,2914
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,11601,Species Unknown,1/16/2001,2915
Unknown Water Body,Jupiter Farms,Fish Kill,Palm Beach,11601,Species Unknown,1/16/2001,2916
Lake Conley,Holiday,Fish Kill,Pasco,11601,Bass,1/16/2001,2918
Unknown Water Body,Cape Coral,Fish Kill,Lee,11601,Bass,1/16/2001,2919
Huron Road North,St Petersburg,Fish Kill,Pinellas,11601,Species Unknown,1/16/2001,2921
Unknown Water Body,Largo,Fish Kill,Pinellas,11701,Tilapia,1/17/2001,2922
North Port Water Plant,North Port,Fish Kill,Sarasota,11701,Snook,1/17/2001,2923
Unknown Water Body,Apollo Beach,Fish Kill,Hillsborough,11701,Grunts,1/17/2001,2924
Unknown Water Body,Margate,Fish Kill,Broward,11701,"Bass, Carp",1/17/2001,2925
Matlacha Pass,Bokeelia,Fish Kill,Lee,11701,Snook,1/17/2001,2928
Unknown Water Body,Merritt Island,Fish Kill,Brevard,11701,Species Unknown,1/17/2001,2929
Unknown Water Body,New Port Richey,Fish Kill,Pasco,11701,Species Unknown,1/17/2001,2930
Unknown Water Body,Merritt Island,Fish Kill,Brevard,11701,Species Unknown,1/17/2001,2931
Rocky Point Causeway,Tampa,Fish Kill,Hillsborough,11801,Species Unknown,1/18/2001,2933
Woodside & 40th,Coral Springs,Fish Kill,Broward,11801,"Tilapia, Bass",1/18/2001,2936
Spruce Creek,Port Orange,Fish Kill,Volusia,11801,Species Unknown,1/18/2001,2937
Rocky Point Causeway,Tampa,Fish Kill,Hillsborough,11801,Jacks,1/18/2001,2938
Unknown Water Body,Milton,Fish Kill,Santa Rosa,11801,"Mullet, Brim",1/18/2001,2939
Charlotte Harbor,Fort Myers,Mammal / Turtle,Lee,11801,"Turtle, Species Unknown",1/18/2001,2940
Sawgrass Country Club,Ponte Viedra Beach,Fish Kill,Putnam,11901,Species Unknown,1/19/2001,2942
Sykes Creek,Merritt Island,Fish Kill,Brevard,11901,Tilapia,1/19/2001,2943
Lake Mango,Brandon,Fish Kill,Hillsborough,11901,"Tilapia, Catfish",1/19/2001,2944
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,11901,Species Unknown,1/19/2001,2945
Atl. Blvd & Lakeview Drive,Coral Springs,Fish Kill,Broward,11901,"Bass, Peacock",1/19/2001,2946
Unknown Water Body,Palm Beach,Fish Kill,Palm Beach,11901,Bass,1/19/2001,2947
Unknown Water Body,Rotonda,Fish Kill,Charlotte,11901,"Species Unknown, Birds",1/19/2001,2948
Courtney Campbell Causeway,Merritt Island,Fish Kill,Brevard,12001,Species Unknown,1/20/2001,2949
Unknown Water Body,St Petersburg,Fish Kill,Pinellas,12001,Perch,1/20/2001,2950
Apollo Beach,Tampa,Mammal / Turtle,Hillsborough,12101,Manatee,1/21/2001,2951
Channel Marker #72,Titusville,Fish Kill,Brevard,12101,"Red Snapper, Redfish",1/21/2001,2952
Lake Conley,Holiday,Fish Kill,Pasco,12101,Tilapia,1/21/2001,2953
Unknown Water Body,Clearwater,Fish Kill,Pinellas,11201,Species Unknown,1/21/2001,2954
